index,width,height,span,covering,num_longitude,diameter_longitude,num_hoop,diameter_hoop,concrete_stress,deflection,F_resistance
271.0,20.0,40.0,280.0,4.0,4.0,1.13,16.0,0.6,0.000268,1.87,952.0
272.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.0075985,10.4
273.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.011401,15.6
274.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.014154,20.8
275.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.017691,26.0
276.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.019274,33.8
277.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.02476,36.4
278.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.066298,41.6
279.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.08018600000000001,52.0
280.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.24338,156.0
281.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.33359,208.0
282.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.42365,260.0
283.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.51488,286.0
284.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.54485,302.0
285.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,0.56467,312.0
286.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,1.124,322.0
287.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,1.3141,338.0
288.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,1.3288,354.0
289.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,1.7321,364.0
290.0,20.0,25.0,260.0,3.0,4.0,0.9,15.0,0.9,0.000268,1.9532,364.0
291.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.0020399999999999997,8.41
292.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.00257,16.8
293.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.00511,33.6
294.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.00812,42.1
295.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.00974,50.5
296.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.0102,67.3
297.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.0198,84.1
298.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.0195,101.0
299.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.0159,105.0
300.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.059,109.0
301.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.0644,118.0
302.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.0755,135.0
303.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.0871,151.0
304.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.11599999999999999,168.0
305.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.131,185.0
306.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.161,252.0
307.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.24100000000000002,421.0
308.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.384,589.0
309.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.501,757.0
310.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.56,841.0
311.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.59,883.0
312.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.608,908.0
313.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.62,925.0
314.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,0.7140000000000001,967.0
315.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,1.21,1010.0
316.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,1.58,1050.0
317.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,1.76,1090.0
318.0,29.0,36.0,290.0,4.0,4.0,1.29,16.0,0.6,0.000268,1.99,1090.0
319.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.00114,8.96
320.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.00168,17.9
321.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.00335,35.8
322.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.006690000000000001,53.8
323.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.007790000000000001,62.7
324.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.00835,67.2
325.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.0089,71.7
326.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.01,80.6
327.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.0122,98.6
328.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.0642,179.0
329.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.115,269.0
330.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.136,448.0
331.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.254,627.0
332.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.228,806.0
333.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.281,986.0
334.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.386,1160.0
335.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.41700000000000004,1250.0
336.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.433,1300.0
337.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.449,1340.0
338.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.466,1390.0
339.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.48200000000000004,1430.0
340.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.695,1450.0
341.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,0.7090000000000001,1480.0
342.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,1.45,1510.0
343.0,32.0,40.0,280.0,4.0,4.0,1.43,16.0,0.6,0.000268,1.79,1510.0
344.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.00589,9.61
345.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.0102,19.2
346.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.0146,24.0
347.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.0164,26.9
348.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.017,27.9
349.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.0176,28.8
350.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.0204,38.4
351.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.0293,48.1
352.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.0727,50.9
353.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.0763,52.9
354.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.0852,57.7
355.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.0968,67.3
356.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.157,86.5
357.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.19899999999999998,115.0
358.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.27,192.0
359.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.49200000000000005,288.0
360.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.665,384.0
361.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.648,399.0
362.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.608,404.0
363.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.613,407.0
364.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.616,408.0
365.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.623,413.0
366.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.7040000000000001,432.0
367.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,0.75,461.0
368.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,1.19,481.0
369.0,31.0,26.0,310.0,4.0,4.0,1.14,14.0,0.8,0.000268,2.3,501.0
370.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.000998,11.4
371.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.008440000000000001,34.2
372.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.0131,45.6
373.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.0126,51.3
374.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.014,57.0
375.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.0168,68.4
376.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.0196,79.8
377.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.021,85.5
378.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.0219,88.9
379.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.0588,91.2
380.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.073,114.0
381.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.16899999999999998,228.0
382.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.316,456.0
383.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.49200000000000005,684.0
384.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.5770000000000001,798.0
385.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.62,855.0
386.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.624,861.0
387.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.628,866.0
388.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.633,872.0
389.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.6459999999999999,889.0
390.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.6629999999999999,912.0
391.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,0.68,935.0
392.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,1.39,969.0
393.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,1.45,1000.0
394.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,1.79,1030.0
395.0,38.0,32.0,300.0,4.0,4.0,1.4,13.0,0.8,0.000268,2.12,1030.0
396.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.0019199999999999998,16.1
397.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.006790000000000001,48.4
398.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.009040000000000001,64.5
399.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.0113,80.6
400.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.0103,88.7
401.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.0126,90.3
402.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.0109,93.5
403.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.0112,96.8
404.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.0158,113.0
405.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.018,129.0
406.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.0225,161.0
407.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.0248,177.0
408.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.0732,194.0
409.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.0964,242.0
410.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.147,323.0
411.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.207,484.0
412.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.344,806.0
413.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.45399999999999996,1130.0
414.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.47600000000000003,1290.0
415.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.6940000000000001,1450.0
416.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.735,1530.0
417.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.7040000000000001,1580.0
418.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.779,1610.0
419.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.757,1690.0
420.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,0.78,1740.0
421.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,1.28,1810.0
422.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,1.69,1940.0
423.0,48.0,40.0,336.0,4.0,4.0,1.76,15.0,0.8,0.000268,2.3,2100.0
424.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.00528,90.0
425.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.0111,180.0
426.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.0138,225.0
427.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.0165,270.0
428.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.022,360.0
429.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.033,540.0
430.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.0341,558.0
431.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.0896,572.0
432.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.0921,585.0
433.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.10099999999999999,630.0
434.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.11800000000000001,720.0
435.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.145,900.0
436.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.306,1800.0
437.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.703,3600.0
438.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.758,3870.0
439.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.7959999999999999,4050.0
440.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.8140000000000001,4140.0
441.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.833,4230.0
442.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,0.889,4500.0
443.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,1.16,5400.0
444.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,2.04,5490.0
445.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,2.08,5580.0
446.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,2.28,5850.0
447.0,300.0,24.0,300.0,3.6,19.0,1.2,15.0,0.6,0.000268,2.31,5850.0
448.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.0237,49.5
449.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.0308,64.4
450.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.0379,79.2
451.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.0473,99.0
452.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.071,149.0
453.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.078,163.0
454.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.0804,168.0
455.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.125,173.0
456.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.147,198.0
457.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.172,248.0
458.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.33799999999999997,396.0
459.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.444,495.0
460.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.484,594.0
461.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.746,990.0
462.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.97,1110.0
463.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,0.993,1140.0
464.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,1.06,1090.0
465.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,1.09,1240.0
466.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,1.13,1290.0
467.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,1.18,1340.0
468.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,1.8,1360.0
469.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,1.83,1390.0
470.0,150.0,20.0,330.0,3.2,10.0,1.07,17.0,0.6,0.000268,3.26,1440.0
471.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,0.053,65.4
472.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,0.0711,98.0
473.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,0.0853,118.0
474.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,0.0901,124.0
475.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,0.165,131.0
476.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,0.26899999999999996,196.0
477.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,0.452,327.0
478.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,0.851,523.0
479.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,1.18,654.0
480.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,1.21,719.0
481.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,1.17,752.0
482.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,1.2,771.0
483.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,1.21,778.0
484.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,1.22,784.0
485.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,1.33,850.0
486.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,1.32,915.0
487.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,1.37,948.0
488.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,1.39,961.0
489.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,2.38,980.0
490.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,2.61,1010.0
491.0,172.0,18.0,380.0,3.2,11.0,1.03,19.0,0.6,0.000268,4.58,1010.0
492.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,0.0553,79.8
493.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,0.072,104.0
494.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,0.083,120.0
495.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,0.111,160.0
496.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,0.179,168.0
497.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,0.198,184.0
498.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,0.203,200.0
499.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,0.23199999999999998,223.0
500.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,0.332,239.0
501.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,0.41,319.0
502.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,0.9209999999999999,638.0
503.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,1.19,798.0
504.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,1.23,958.0
505.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,1.24,966.0
506.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,1.26,982.0
507.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,1.29,998.0
508.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,1.34,1040.0
509.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,1.83,1120.0
510.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,2.37,1200.0
511.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,2.54,1280.0
512.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,2.94,1320.0
513.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,3.04,1360.0
514.0,190.0,20.0,420.0,3.2,12.0,1.1,21.0,0.6,0.000268,4.69,1360.0
515.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.0031899999999999997,130.0
516.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.0109,389.0
517.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.0144,518.0
518.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.0166,596.0
519.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.018,648.0
520.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.0252,907.0
521.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.0288,1040.0
522.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.0324,1170.0
523.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.0342,1230.0
524.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.0887,1270.0
525.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.0909,1300.0
526.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.20600000000000002,2590.0
527.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.311,3890.0
528.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.513,6480.0
529.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.7909999999999999,9070.0
530.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.815,9330.0
531.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.833,9530.0
532.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.8420000000000001,9620.0
533.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.851,9720.0
534.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.87,9910.0
535.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.85,10400.0
536.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,0.888,10100.0
537.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,1.17,11700.0
538.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,1.31,13000.0
539.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,1.67,14500.0
540.0,360.0,36.0,360.0,3.6,16.0,1.58,20.0,0.6,0.000268,1.89,14500.0
541.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.00325,130.0
542.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.0056,194.0
543.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.0111,389.0
544.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.0147,518.0
545.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.0165,583.0
546.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.0184,648.0
547.0,360.0,36.0,360.0,3.6,16.0,1.09,20.0,0.6,0.000268,0.022,778.0
